prediction,ground_truth,diff_ops,error_ngrams
Weiche Methoden frender Hasson sind in eine vangseweneren Hlase belcame ?,Welche Methoden fremder Klassen sind in einer vorgegebenen Klasse bekannt?,"[('replace', 2, 3, 2, 3), ('replace', 19, 20, 19, 20), ('replace', 24, 25, 24, 26), ('replace', 28, 29, 29, 30), ('insert', 43, 43, 44, 45), ('replace', 45, 47, 47, 49), ('delete', 48, 49, 50, 50), ('replace', 50, 51, 51, 54), ('delete', 54, 56, 57, 57), ('replace', 58, 59, 59, 60), ('insert', 61, 61, 62, 63), ('replace', 66, 68, 68, 69), ('replace', 69, 72, 70, 73)]","[(('elc', 'german-dominant'), 1), (('lch', 'german-dominant'), 1), (('rem', 'neutral'), 1), (('emd', 'german-dominant'), 1), (('mde', 'german-dominant'), 1), (('ass', 'neutral'), 1), (('sse', 'german-dominant'), 1), (('sen', 'german-dominant'), 1), (('ine', 'german-dominant'), 1), (('ner', 'german-dominant'), 1), (('vor', 'german-dominant'), 2), (('org', 'german-dominant'), 1), (('rge', 'neutral'), 2), (('geg', 'german-dominant'), 1), (('ege', 'german-dominant'), 1), (('ebe', 'neutral'), 1), (('ben', 'german-dominant'), 1), (('ene', 'neutral'), 1), (('nen', 'german-dominant'), 1), (('las', 'neutral'), 1), (('bek', 'german-dominant'), 1), (('eka', 'german-dominant'), 2), (('kan', 'german-dominant'), 1), (('ann', 'neutral'), 1), (('nnt', 'german-dominant'), 1)]"
 threntldif saihmidt lalt bdiet,"- Er ""entschuldigt"" sich nicht direkt bei dir","[('insert', 0, 0, 0, 1), ('replace', 1, 3, 2, 3), ('insert', 4, 4, 4, 6), ('insert', 7, 7, 9, 13), ('replace', 10, 11, 16, 19), ('delete', 13, 14, 21, 21), ('insert', 15, 15, 22, 23), ('replace', 16, 17, 24, 26), ('replace', 18, 19, 27, 29), ('replace', 21, 24, 31, 36), ('insert', 27, 27, 39, 42), ('replace', 29, 31, 44, 45)]","[(('ent', 'neutral'), 1), (('tsc', 'german-dominant'), 1), (('sch', 'german-dominant'), 1), (('chu', 'german-dominant'), 1), (('hul', 'german-dominant'), 1), (('uld', 'english-dominant'), 1), (('ldi', 'neutral'), 2), (('dig', 'german-dominant'), 2), (('igt', 'german-dominant'), 1), (('sic', 'german-dominant'), 1), (('ich', 'german-dominant'), 2), (('nic', 'german-dominant'), 1), (('cht', 'german-dominant'), 1)]"
I  Rte Mah bedeet o jee hanse TTIT,"- Def (Weber): ""Macht bedeutet 1. jede Chance,","[('replace', 0, 1, 0, 1), ('insert', 2, 2, 2, 5), ('replace', 3, 5, 6, 8), ('insert', 6, 6, 9, 14), ('insert', 7, 7, 15, 16), ('insert', 9, 9, 18, 19), ('insert', 10, 10, 20, 21), ('insert', 15, 15, 26, 28), ('replace', 18, 19, 31, 33), ('insert', 22, 22, 36, 37), ('insert', 24, 24, 39, 40), ('replace', 27, 28, 43, 44), ('replace', 29, 34, 45, 46)]","[(('ebe', 'neutral'), 2), (('ber', 'german-dominant'), 1), (('ach', 'german-dominant'), 1), (('cht', 'german-dominant'), 1), (('bed', 'neutral'), 1), (('ede', 'neutral'), 1), (('eut', 'german-dominant'), 1), (('ute', 'neutral'), 1), (('tet', 'german-dominant'), 2)]"
. sehe untach an beredmen,sehr einfach zu berechnen,"[('delete', 0, 2, 0, 0), ('insert', 5, 5, 3, 5), ('replace', 6, 8, 6, 7), ('replace', 9, 10, 8, 9), ('replace', 14, 16, 13, 15), ('replace', 21, 23, 20, 23)]","[(('seh', 'neutral'), 1), (('ehr', 'german-dominant'), 1), (('ein', 'german-dominant'), 1), (('inf', 'neutral'), 1), (('nfa', 'neutral'), 2), (('fac', 'neutral'), 1), (('ach', 'german-dominant'), 1), (('ech', 'neutral'), 1), (('chn', 'german-dominant'), 1), (('hne', 'german-dominant'), 1), (('nen', 'german-dominant'), 1)]"
 fformeies Watrsuchagdesigns t,Form eines Untersuchungsdesings,"[('replace', 0, 3, 0, 1), ('insert', 6, 6, 4, 5), ('insert', 8, 8, 7, 8), ('replace', 11, 13, 11, 13), ('insert', 14, 14, 14, 15), ('replace', 19, 20, 20, 22), ('insert', 21, 21, 23, 24), ('insert', 25, 25, 28, 29), ('delete', 26, 27, 30, 30), ('delete', 28, 30, 31, 31)]","[(('orm', 'neutral'), 1), (('ein', 'german-dominant'), 1), (('ine', 'german-dominant'), 1), (('nes', 'neutral'), 1), (('nte', 'german-dominant'), 2), (('ter', 'neutral'), 1), (('uch', 'neutral'), 1), (('chu', 'german-dominant'), 1), (('hun', 'german-dominant'), 2), (('ung', 'german-dominant'), 1), (('sde', 'german-dominant'), 1), (('des', 'neutral'), 2), (('esi', 'neutral'), 1), (('sin', 'neutral'), 2), (('ing', 'english-dominant'), 1), (('ngs', 'neutral'), 1)]"
 Follendnyen 2iSyptenbc 19gein Mhan t,- Vollendung am 12. September 1990 in Moskau,"[('insert', 0, 0, 0, 1), ('replace', 1, 2, 2, 3), ('insert', 8, 8, 9, 10), ('replace', 9, 10, 11, 21), ('delete', 11, 17, 22, 22), ('replace', 20, 21, 25, 26), ('replace', 22, 23, 27, 29), ('replace', 26, 28, 32, 35), ('replace', 32, 33, 39, 42), ('replace', 34, 37, 43, 44)]","[(('end', 'german-dominant'), 1), (('ndu', 'neutral'), 2), (('dun', 'german-dominant'), 1), (('ung', 'german-dominant'), 2), (('ept', 'neutral'), 1), (('pte', 'neutral'), 1), (('emb', 'neutral'), 1), (('mbe', 'neutral'), 1), (('ber', 'german-dominant'), 1)]"
Also : Typ der Varidal wird dynamiooh entschieten .,Also : Typ der Variable wird dynamisch entschieden.,"[('delete', 19, 20, 19, 19), ('insert', 21, 21, 20, 21), ('insert', 22, 22, 22, 23), ('replace', 34, 36, 35, 37), ('replace', 46, 47, 47, 48), ('delete', 49, 50, 50, 50)]","[(('ria', 'neutral'), 1), (('iab', 'german-dominant'), 1), (('abl', 'neutral'), 2), (('ble', 'neutral'), 2), (('ami', 'neutral'), 1), (('mis', 'neutral'), 1), (('isc', 'german-dominant'), 1), (('sch', 'german-dominant'), 1), (('hie', 'german-dominant'), 1), (('ied', 'neutral'), 1), (('ede', 'neutral'), 1), (('den', 'german-dominant'), 1)]"
FEo kene blles  Tt,- Logik keine Rolle,"[('replace', 0, 2, 0, 3), ('insert', 3, 3, 4, 7), ('insert', 6, 6, 10, 11), ('replace', 9, 10, 14, 16), ('delete', 13, 18, 19, 19)]","[(('gik', 'neutral'), 1), (('kei', 'german-dominant'), 1), (('ein', 'german-dominant'), 1), (('oll', 'neutral'), 1), (('lle', 'german-dominant'), 1)]"
Dor eir wid watterplated in dhe Matetiss and dot lamnt as te,Der Reiz wird weitergeleitet in die Muskelfaser und dort kommt es zu,"[('replace', 1, 2, 1, 2), ('insert', 4, 4, 4, 5), ('replace', 6, 7, 7, 8), ('insert', 10, 10, 11, 12), ('replace', 13, 15, 15, 17), ('replace', 18, 19, 20, 22), ('replace', 20, 21, 23, 25), ('replace', 23, 24, 27, 28), ('replace', 29, 30, 33, 34), ('insert', 33, 33, 37, 43), ('replace', 34, 35, 44, 45), ('replace', 36, 40, 46, 47), ('replace', 41, 42, 48, 49), ('insert', 47, 47, 54, 55), ('replace', 49, 51, 57, 59), ('replace', 52, 53, 60, 61), ('replace', 55, 56, 63, 64), ('replace', 58, 60, 66, 68)]","[(('eiz', 'german-dominant'), 1), (('wir', 'german-dominant'), 1), (('wei', 'german-dominant'), 1), (('ite', 'neutral'), 1), (('ter', 'neutral'), 1), (('erg', 'german-dominant'), 2), (('rge', 'neutral'), 1), (('gel', 'german-dominant'), 1), (('ele', 'neutral'), 1), (('lei', 'german-dominant'), 1), (('eit', 'german-dominant'), 1), (('die', 'german-dominant'), 2), (('usk', 'german-dominant'), 1), (('ske', 'neutral'), 1), (('kel', 'neutral'), 2), (('elf', 'neutral'), 1), (('lfa', 'neutral'), 1), (('und', 'german-dominant'), 1), (('dor', 'neutral'), 1), (('ort', 'neutral'), 1), (('kom', 'german-dominant'), 1), (('omm', 'neutral'), 1), (('mmt', 'german-dominant'), 1)]"
mat,Nr.1,"[('replace', 0, 3, 0, 4)]",[]
"- subfrorisch worm "" und . toadaen",- subtropisch warm und trocken,"[('replace', 5, 6, 5, 6), ('replace', 8, 9, 8, 9), ('replace', 15, 16, 15, 16), ('delete', 18, 20, 18, 18), ('delete', 25, 27, 23, 23), ('insert', 28, 28, 24, 25), ('replace', 29, 32, 26, 28)]","[(('ubt', 'neutral'), 1), (('btr', 'neutral'), 1), (('tro', 'neutral'), 2), (('rop', 'neutral'), 1), (('opi', 'neutral'), 1), (('pis', 'german-dominant'), 1), (('war', 'neutral'), 1), (('arm', 'neutral'), 1), (('und', 'german-dominant'), 1), (('roc', 'neutral'), 1), (('ock', 'neutral'), 1), (('cke', 'neutral'), 2), (('ken', 'neutral'), 2)]"
Minimierling von Kostentunttionen,Minimierung von Kostenfunktionen,"[('replace', 8, 10, 8, 9), ('replace', 23, 24, 22, 23), ('replace', 26, 27, 25, 26)]","[(('eru', 'german-dominant'), 1), (('run', 'german-dominant'), 1), (('ung', 'german-dominant'), 1), (('nfu', 'neutral'), 1), (('fun', 'german-dominant'), 1), (('unk', 'german-dominant'), 1), (('nkt', 'german-dominant'), 1), (('kti', 'german-dominant'), 1), (('tio', 'neutral'), 1)]"
Boir prthele evs intershilihe Theren wie with ticht bewed,Bohr entdeckte zwei unterschiedliche Theorien wie sich Licht bewegt.,"[('replace', 2, 3, 2, 3), ('replace', 5, 7, 5, 7), ('replace', 8, 9, 8, 9), ('replace', 10, 11, 10, 13), ('insert', 13, 13, 15, 17), ('replace', 14, 16, 18, 19), ('replace', 17, 18, 20, 21), ('insert', 23, 23, 26, 27), ('insert', 25, 25, 29, 31), ('insert', 27, 27, 33, 34), ('insert', 33, 33, 40, 41), ('insert', 34, 34, 42, 43), ('replace', 41, 42, 50, 51), ('replace', 43, 44, 52, 53), ('replace', 46, 47, 55, 56), ('replace', 56, 57, 65, 68)]","[(('ohr', 'german-dominant'), 1), (('ent', 'neutral'), 1), (('ntd', 'neutral'), 2), (('tde', 'german-dominant'), 1), (('dec', 'neutral'), 2), (('eck', 'german-dominant'), 1), (('ckt', 'neutral'), 1), (('kte', 'german-dominant'), 1), (('zwe', 'german-dominant'), 2), (('wei', 'german-dominant'), 1), (('nte', 'german-dominant'), 1), (('ter', 'neutral'), 1), (('ers', 'neutral'), 1), (('rsc', 'german-dominant'), 1), (('sch', 'german-dominant'), 1), (('chi', 'neutral'), 1), (('lic', 'german-dominant'), 1), (('ich', 'german-dominant'), 3), (('che', 'german-dominant'), 1), (('eor', 'neutral'), 1), (('ori', 'neutral'), 1), (('rie', 'neutral'), 2), (('ien', 'neutral'), 1), (('wie', 'german-dominant'), 1)]"
I OFutige ten Pareight TTTTTTIiI,- Funktionen von Parteien,"[('replace', 0, 1, 0, 1), ('delete', 2, 3, 2, 2), ('insert', 5, 5, 4, 6), ('replace', 7, 8, 8, 10), ('insert', 9, 9, 11, 12), ('replace', 10, 12, 13, 15), ('insert', 17, 17, 20, 21), ('replace', 19, 32, 23, 25)]","[(('unk', 'german-dominant'), 1), (('nkt', 'german-dominant'), 1), (('kti', 'german-dominant'), 1), (('tio', 'neutral'), 1), (('ion', 'neutral'), 2), (('one', 'neutral'), 2), (('nen', 'german-dominant'), 1), (('art', 'neutral'), 1), (('rte', 'german-dominant'), 1), (('tei', 'german-dominant'), 1), (('eie', 'german-dominant'), 1), (('ien', 'neutral'), 1)]"
clamit metr ' Menschen Bus fatien and,damit mehr Menschen Bus fahren und,"[('replace', 0, 2, 0, 1), ('replace', 9, 10, 8, 9), ('delete', 11, 13, 10, 10), ('replace', 29, 31, 26, 28), ('replace', 34, 35, 31, 32)]","[(('dam', 'neutral'), 1), (('ami', 'neutral'), 1), (('ehr', 'german-dominant'), 1), (('ens', 'german-dominant'), 1), (('ren', 'german-dominant'), 1)]"
""" Lelche Methoden ody Funitiones solte in 0OD Modell whanden sein .",Welche Methoden oder Funktionen sollte im OOD Modell vorhanden sein.,"[('replace', 0, 3, 0, 1), ('replace', 20, 21, 18, 20), ('replace', 25, 26, 24, 25), ('replace', 31, 32, 30, 31), ('insert', 35, 35, 34, 35), ('replace', 40, 41, 40, 41), ('replace', 42, 43, 42, 43), ('replace', 53, 54, 53, 56), ('delete', 65, 66, 67, 67)]","[(('elc', 'german-dominant'), 1), (('lch', 'german-dominant'), 1), (('nkt', 'german-dominant'), 1), (('kti', 'german-dominant'), 1), (('tio', 'neutral'), 1), (('oll', 'neutral'), 1), (('llt', 'neutral'), 1), (('vor', 'german-dominant'), 1), (('sei', 'german-dominant'), 1), (('ein', 'german-dominant'), 1)]"
" Hlasthg sir inabate ettrenate "" Dine t","""Das Herz mir im Leib entbrennte"". Diese","[('insert', 0, 0, 0, 4), ('replace', 2, 8, 6, 9), ('replace', 9, 10, 10, 11), ('replace', 14, 16, 15, 20), ('delete', 17, 20, 21, 21), ('insert', 22, 22, 23, 24), ('replace', 23, 24, 25, 26), ('replace', 27, 28, 29, 30), ('delete', 30, 31, 32, 32), ('insert', 32, 32, 33, 34), ('delete', 35, 36, 37, 37), ('replace', 37, 39, 38, 40)]","[(('erz', 'german-dominant'), 1), (('eib', 'german-dominant'), 1), (('ent', 'neutral'), 1), (('ntb', 'english-dominant'), 1), (('bre', 'neutral'), 1), (('ren', 'german-dominant'), 1), (('enn', 'german-dominant'), 1), (('nnt', 'german-dominant'), 1), (('nte', 'german-dominant'), 1), (('ies', 'neutral'), 1), (('ese', 'neutral'), 1)]"
Iespiration Netr Uclanbedecraizeit,Inspiration Natur Urlaub oder Freizeit,"[('replace', 1, 2, 1, 2), ('replace', 13, 14, 13, 14), ('insert', 15, 15, 15, 16), ('replace', 18, 19, 19, 20), ('replace', 21, 22, 22, 23), ('replace', 23, 24, 24, 26), ('delete', 26, 27, 28, 28), ('replace', 28, 29, 29, 33)]","[(('nsp', 'german-dominant'), 1), (('atu', 'neutral'), 2), (('tur', 'neutral'), 1), (('rla', 'german-dominant'), 1), (('lau', 'german-dominant'), 1), (('aub', 'german-dominant'), 2), (('ode', 'neutral'), 1), (('der', 'german-dominant'), 2)]"
minimate ( Ausirkingen taut dast FErgebnist that .,minimale Auswirkungen auf das Ergebnis hat.,"[('replace', 6, 7, 6, 7), ('delete', 8, 10, 8, 8), ('insert', 14, 14, 12, 13), ('replace', 17, 18, 16, 17), ('delete', 23, 24, 22, 22), ('replace', 26, 27, 24, 25), ('delete', 31, 32, 29, 29), ('delete', 33, 34, 30, 30), ('delete', 42, 43, 38, 38), ('delete', 44, 45, 39, 39), ('delete', 48, 49, 42, 42)]","[(('mal', 'neutral'), 1), (('ale', 'neutral'), 1), (('wir', 'german-dominant'), 1), (('irk', 'german-dominant'), 1), (('kun', 'german-dominant'), 1), (('ung', 'german-dominant'), 1), (('nge', 'german-dominant'), 1), (('auf', 'german-dominant'), 1), (('das', 'german-dominant'), 1), (('rge', 'neutral'), 2), (('geb', 'german-dominant'), 1), (('ebn', 'german-dominant'), 1)]"
Selbotbemstian,Selbstbewusstsein,"[('replace', 4, 5, 4, 5), ('replace', 8, 9, 8, 11), ('insert', 11, 11, 13, 15), ('delete', 12, 13, 16, 16)]","[(('lbs', 'german-dominant'), 1), (('bst', 'german-dominant'), 1), (('stb', 'neutral'), 1), (('bew', 'german-dominant'), 1), (('ewu', 'german-dominant'), 1), (('wus', 'german-dominant'), 1), (('uss', 'german-dominant'), 1), (('sst', 'neutral'), 2), (('sts', 'neutral'), 1), (('tse', 'neutral'), 1)]"
En schmetting tamet .,Ein Schmetterling tanzt.,"[('insert', 1, 1, 1, 2), ('replace', 3, 4, 4, 5), ('insert', 10, 10, 11, 14), ('replace', 16, 18, 20, 22), ('delete', 19, 20, 23, 23)]","[(('ett', 'english-dominant'), 1), (('tte', 'neutral'), 1), (('ing', 'english-dominant'), 1), (('tan', 'neutral'), 1), (('anz', 'german-dominant'), 1)]"
sociate and wintschaftliche Eolgen dieser Entwickling,soziale und wirtschaftliche Folgen dieser Entwicklung,"[('replace', 2, 3, 2, 3), ('replace', 5, 6, 5, 6), ('replace', 8, 9, 8, 9), ('replace', 14, 15, 14, 15), ('replace', 28, 29, 28, 29), ('replace', 50, 51, 50, 51)]","[(('soz', 'german-dominant'), 1), (('ozi', 'german-dominant'), 1), (('zia', 'german-dominant'), 1), (('ial', 'neutral'), 1), (('ale', 'neutral'), 1), (('und', 'german-dominant'), 1), (('wir', 'german-dominant'), 1), (('irt', 'neutral'), 1), (('rts', 'neutral'), 1), (('klu', 'german-dominant'), 1), (('lun', 'german-dominant'), 1), (('ung', 'german-dominant'), 1)]"
- kostnlose Anlieferung,- kostenlose Anlieferung,"[('insert', 6, 6, 6, 7)]","[(('ste', 'neutral'), 1), (('ten', 'german-dominant'), 1)]"
IFFTTTTT ElalisnestATTTTT,- Konstruktivismus,"[('replace', 0, 8, 0, 1), ('replace', 9, 13, 2, 13), ('replace', 15, 17, 15, 17), ('delete', 18, 25, 18, 18)]","[(('ons', 'neutral'), 1), (('nst', 'neutral'), 1), (('str', 'neutral'), 1), (('tru', 'neutral'), 1), (('ruk', 'german-dominant'), 2), (('ukt', 'german-dominant'), 1), (('kti', 'german-dominant'), 1), (('tiv', 'neutral'), 1), (('ivi', 'neutral'), 1), (('vis', 'neutral'), 1), (('ism', 'neutral'), 1), (('smu', 'neutral'), 1), (('mus', 'neutral'), 1)]"
Rust birbet Spaichersiherhert alue Garbage Collection .,Rust bietet Speichersicherheit ohne Garbage Collection.,"[('replace', 7, 9, 7, 9), ('replace', 14, 15, 14, 15), ('insert', 22, 22, 22, 23), ('replace', 27, 28, 28, 29), ('replace', 30, 33, 31, 34), ('delete', 53, 54, 54, 54)]","[(('bie', 'german-dominant'), 1), (('iet', 'neutral'), 1), (('ete', 'neutral'), 1), (('tet', 'german-dominant'), 1), (('pei', 'german-dominant'), 1), (('eic', 'german-dominant'), 1), (('sic', 'german-dominant'), 1), (('ich', 'german-dominant'), 1), (('rhe', 'neutral'), 1), (('hei', 'neutral'), 1), (('eit', 'german-dominant'), 1), (('ohn', 'neutral'), 1), (('hne', 'german-dominant'), 1), (('ion', 'neutral'), 1)]"
K1 enbnrickelt autonome Fahrzenge .,KI entwickelt autonome Fahrzeuge.,"[('replace', 1, 2, 1, 2), ('replace', 5, 8, 5, 7), ('replace', 30, 31, 29, 30), ('delete', 33, 34, 32, 32)]","[(('ent', 'neutral'), 1), (('ntw', 'neutral'), 1), (('twi', 'neutral'), 1), (('wic', 'german-dominant'), 1), (('ick', 'neutral'), 1), (('eug', 'german-dominant'), 1), (('uge', 'german-dominant'), 1)]"
- Mount Everest . Destriging ist Wesenthich tourer als M2,- Mount Everest Besteigung ist wesentlich teurer als M2,"[('replace', 16, 19, 16, 17), ('replace', 22, 23, 20, 21), ('replace', 25, 26, 23, 24), ('replace', 33, 34, 31, 32), ('replace', 39, 40, 37, 38), ('replace', 45, 46, 43, 44)]","[(('est', 'neutral'), 1), (('ste', 'neutral'), 1), (('eig', 'german-dominant'), 1), (('igu', 'german-dominant'), 1), (('gun', 'german-dominant'), 1), (('ung', 'german-dominant'), 1), (('wes', 'neutral'), 1), (('ese', 'neutral'), 1), (('sen', 'german-dominant'), 1), (('lic', 'german-dominant'), 1), (('ich', 'german-dominant'), 1), (('eur', 'neutral'), 1), (('ure', 'neutral'), 1), (('rer', 'german-dominant'), 1)]"
Fheb mt,Kritisierbar,"[('replace', 0, 2, 0, 7), ('insert', 3, 3, 8, 9), ('replace', 4, 7, 10, 12)]","[(('rit', 'neutral'), 2), (('iti', 'neutral'), 2), (('tis', 'neutral'), 1), (('isi', 'neutral'), 1), (('sie', 'german-dominant'), 1), (('ier', 'german-dominant'), 1)]"
CE HAchse fint gleicher T Einheit,- ct-Achse in gleicher Einheit,"[('replace', 0, 2, 0, 1), ('replace', 3, 4, 2, 5), ('delete', 10, 11, 11, 11), ('delete', 13, 14, 13, 13), ('delete', 24, 26, 23, 23)]","[(('inh', 'neutral'), 1), (('nhe', 'neutral'), 1)]"
Hyrethesen  t,Hypothesen,"[('replace', 2, 4, 2, 4), ('delete', 10, 13, 10, 10)]","[(('ypo', 'neutral'), 1), (('pot', 'neutral'), 1), (('oth', 'english-dominant'), 1)]"
Mengneintist,Mengeneinheit,"[('insert', 4, 4, 4, 5), ('insert', 8, 8, 9, 12), ('delete', 9, 12, 13, 13)]","[(('nge', 'german-dominant'), 1), (('gen', 'german-dominant'), 1), (('ein', 'german-dominant'), 1), (('inh', 'neutral'), 2), (('nhe', 'neutral'), 1), (('hei', 'neutral'), 1), (('eit', 'german-dominant'), 1)]"
name danit Frame . Verweise,name damit Frame Verweise,"[('replace', 7, 8, 7, 8), ('delete', 17, 19, 17, 17)]","[(('dam', 'neutral'), 1), (('ami', 'neutral'), 1), (('mit', 'german-dominant'), 1), (('erw', 'neutral'), 1)]"
- Sorossionshing puisded Wabbolitins and ihenti t,- Konfessionskrieg zwischen Katholiken und Protestanten,"[('replace', 2, 3, 2, 3), ('replace', 4, 6, 4, 7), ('replace', 12, 13, 13, 15), ('replace', 14, 15, 16, 17), ('replace', 17, 19, 19, 21), ('replace', 21, 22, 23, 25), ('replace', 23, 24, 26, 27), ('replace', 25, 26, 28, 29), ('replace', 27, 29, 30, 32), ('replace', 32, 34, 35, 37), ('delete', 35, 36, 38, 38), ('replace', 37, 38, 39, 40), ('replace', 41, 43, 43, 53), ('delete', 45, 49, 55, 55)]","[(('onf', 'neutral'), 1), (('nfe', 'neutral'), 1), (('fes', 'neutral'), 1), (('ons', 'neutral'), 1), (('nsk', 'neutral'), 1), (('skr', 'german-dominant'), 2), (('kri', 'german-dominant'), 1), (('rie', 'neutral'), 1), (('ieg', 'german-dominant'), 1), (('zwi', 'german-dominant'), 1), (('wis', 'german-dominant'), 1), (('isc', 'german-dominant'), 2), (('sch', 'german-dominant'), 1), (('che', 'german-dominant'), 2), (('hen', 'neutral'), 1), (('tho', 'english-dominant'), 1), (('hol', 'english-dominant'), 1), (('oli', 'neutral'), 1), (('lik', 'neutral'), 2), (('ike', 'neutral'), 1), (('ken', 'neutral'), 2), (('und', 'german-dominant'), 1), (('rot', 'neutral'), 1), (('ote', 'neutral'), 1), (('tes', 'neutral'), 1), (('est', 'neutral'), 1), (('sta', 'neutral'), 1)]"
sobold Nacl in dref Flauhme geharltent wirgpt .,sobald NaCl in die Flamme gehalten wird.,"[('replace', 3, 4, 3, 4), ('replace', 9, 10, 9, 10), ('replace', 16, 17, 16, 17), ('delete', 18, 19, 18, 18), ('replace', 23, 25, 22, 23), ('delete', 32, 33, 30, 30), ('delete', 37, 38, 34, 34), ('replace', 42, 46, 38, 39)]","[(('oba', 'neutral'), 1), (('bal', 'neutral'), 1), (('ald', 'neutral'), 1), (('die', 'german-dominant'), 1), (('amm', 'german-dominant'), 1), (('mme', 'german-dominant'), 1), (('lte', 'german-dominant'), 1), (('ten', 'german-dominant'), 1), (('wir', 'german-dominant'), 1), (('ird', 'german-dominant'), 1)]"
Mediaiste   U I M- tatban -bealt,Medizinische IT-Ausbau fehlt,"[('replace', 4, 5, 4, 7), ('replace', 7, 8, 9, 11), ('delete', 10, 14, 13, 13), ('replace', 15, 17, 14, 15), ('replace', 18, 22, 16, 19), ('replace', 24, 25, 21, 22), ('replace', 26, 28, 23, 24), ('replace', 29, 30, 25, 26)]","[(('diz', 'neutral'), 1), (('izi', 'german-dominant'), 1), (('zin', 'neutral'), 1), (('ini', 'neutral'), 1), (('nis', 'neutral'), 1), (('isc', 'german-dominant'), 1), (('sch', 'german-dominant'), 1), (('che', 'german-dominant'), 1), (('usb', 'neutral'), 1), (('sba', 'neutral'), 1), (('bau', 'german-dominant'), 1), (('feh', 'german-dominant'), 1), (('ehl', 'german-dominant'), 2), (('hlt', 'german-dominant'), 1)]"
 ft wetedisfbit agebrint wadent,und wie sehr die Arbeiter ausgebeutet werden,"[('insert', 0, 0, 0, 3), ('replace', 1, 2, 4, 36), ('delete', 6, 20, 40, 40), ('delete', 21, 27, 41, 41), ('delete', 30, 31, 44, 44)]","[(('und', 'german-dominant'), 1), (('wie', 'german-dominant'), 1), (('seh', 'neutral'), 1), (('ehr', 'german-dominant'), 1), (('die', 'german-dominant'), 1), (('rbe', 'german-dominant'), 1), (('bei', 'german-dominant'), 2), (('eit', 'german-dominant'), 1), (('ite', 'neutral'), 1), (('ter', 'neutral'), 1), (('aus', 'german-dominant'), 1), (('sge', 'german-dominant'), 1), (('geb', 'german-dominant'), 1), (('ebe', 'neutral'), 1)]"
 Betrodntwng ous Sicht der Anwender,Betrachtung aus Sicht der Anwender,"[('delete', 0, 1, 0, 0), ('replace', 5, 8, 4, 7), ('replace', 9, 10, 8, 9), ('replace', 13, 14, 12, 13)]","[(('rac', 'neutral'), 1), (('ach', 'german-dominant'), 1), (('cht', 'german-dominant'), 1), (('htu', 'german-dominant'), 1), (('tun', 'german-dominant'), 2), (('ung', 'german-dominant'), 1), (('aus', 'german-dominant'), 1)]"
- Durch die Loventekraft drentsich der Clektromator,- Durch die Lorentzkraft dreht sich der Elektromotor,"[('replace', 14, 15, 14, 15), ('replace', 18, 19, 18, 19), ('replace', 28, 29, 28, 29), ('insert', 30, 30, 30, 31), ('replace', 39, 40, 40, 41), ('replace', 47, 48, 48, 49)]","[(('ore', 'english-dominant'), 1), (('ren', 'german-dominant'), 1), (('ntz', 'german-dominant'), 1), (('tzk', 'neutral'), 1), (('zkr', 'neutral'), 1), (('reh', 'english-dominant'), 1), (('eht', 'german-dominant'), 1), (('rom', 'english-dominant'), 1), (('omo', 'neutral'), 1), (('mot', 'neutral'), 1)]"
I fhice diamuedialand ebrent reoubte tis,dass dies nur ein Drama ist. Brecht versucht,"[('replace', 0, 7, 0, 4), ('insert', 10, 10, 7, 20), ('replace', 12, 15, 22, 24), ('replace', 16, 21, 25, 28), ('replace', 22, 24, 29, 30), ('replace', 26, 27, 32, 34), ('insert', 29, 29, 36, 38), ('replace', 30, 32, 39, 40), ('replace', 33, 34, 41, 43), ('delete', 35, 40, 44, 44)]","[(('das', 'german-dominant'), 1), (('ass', 'neutral'), 1), (('die', 'german-dominant'), 1), (('ies', 'neutral'), 1), (('nur', 'german-dominant'), 1), (('ein', 'german-dominant'), 2), (('ram', 'neutral'), 1), (('ama', 'neutral'), 2), (('ist', 'neutral'), 1), (('rec', 'neutral'), 1), (('ech', 'neutral'), 2), (('cht', 'german-dominant'), 1), (('ver', 'neutral'), 1), (('ers', 'neutral'), 1), (('rsu', 'neutral'), 1), (('suc', 'neutral'), 1)]"
any Werkseeltyn in. .no,eines Wertes erstellt.,"[('replace', 0, 1, 0, 2), ('replace', 2, 3, 3, 5), ('replace', 7, 8, 9, 11), ('insert', 9, 9, 12, 13), ('insert', 10, 10, 14, 17), ('insert', 12, 12, 19, 20), ('delete', 13, 18, 21, 21), ('delete', 19, 23, 22, 22)]","[(('ein', 'german-dominant'), 2), (('ine', 'german-dominant'), 1), (('nes', 'neutral'), 1), (('ert', 'neutral'), 2), (('rte', 'german-dominant'), 2), (('tes', 'neutral'), 1), (('ers', 'neutral'), 1), (('rst', 'neutral'), 1), (('ste', 'neutral'), 1), (('tel', 'neutral'), 1), (('ell', 'neutral'), 2), (('llt', 'neutral'), 1)]"
be batel tesk   MlDy,Die Wunder Jesu 11.1.2024,"[('replace', 0, 1, 0, 2), ('replace', 3, 6, 4, 8), ('replace', 7, 8, 9, 10), ('replace', 9, 10, 11, 12), ('replace', 12, 13, 14, 15), ('replace', 14, 20, 16, 25)]","[(('und', 'german-dominant'), 2), (('nde', 'german-dominant'), 1), (('der', 'german-dominant'), 2), (('esu', 'neutral'), 2)]"
